date,highway,distance,direction,animal,category,hour,minute,index_final,longitude,latitude,check,index
1/7/2015,동해선,7,속초,고라니,강원,10,22,동해선_7,129.150053083,37.436992741,0~50km 미만구간,동해선_0~50km 미만구간
1/11/2015,동해선,41,속초,너구리,강원,1,46,동해선_41,128.99620408,37.680380145,0~50km 미만구간,동해선_0~50km 미만구간
1/14/2015,동해선,47.7,동해,고라니,강원,18,50,동해선_47.7,128.922355358,37.687772646,0~50km 미만구간,동해선_0~50km 미만구간
1/14/2015,청주상주선,18.8,상주,고라니,충북,20,15,청주상주선_18.8,127.608921848,36.486539311,0~50km 미만구간,청주상주선_0~50km 미만구간
1/30/2015,청주상주선,43.5,상주,삵,충북,16,15,청주상주선_43.5,127.871996024,36.445452971,0~50km 미만구간,청주상주선_0~50km 미만구간
1/14/2015,당진대전선,30,대전,고라니,대전충남,5,34,당진대전선_30,126.825385004,36.646975954,0~50km 미만구간,당진대전선_0~50km 미만구간
1/5/2015,서천공주선,10.8,서천,고라니,대전충남,16,56,서천공주선_10.8,126.767773811,36.134663493,0~50km 미만구간,서천공주선_0~50km 미만구간
1/7/2015,서천공주선,47.6,공주,고라니,대전충남,15,36,서천공주선_47.6,126.983347447,36.391652452,0~50km 미만구간,서천공주선_0~50km 미만구간
1/14/2015,광주대구선,24,대구,고라니,광주전남,12,40,광주대구선_24,127.079102113,35.349216747,0~50km 미만구간,광주대구선_0~50km 미만구간
1/1/2015,순천완주선,38.5,완주,고라니,광주전남,8,52,순천완주선_38.5,127.414746067,35.255106151,0~50km 미만구간,순천완주선_0~50km 미만구간
1/24/2015,순천완주선,28.2,완주,족제비,광주전남,3,43,순천완주선_28.2,127.446050013,35.172741198,0~50km 미만구간,순천완주선_0~50km 미만구간
1/2/2015,남해선,28.4,순천,고라니,광주전남,10,25,남해선_28.4,127.745804905,34.980068581,0~50km 미만구간,남해선_0~50km 미만구간
1/2/2015,광주대구선,41.8,광주,고라니,광주전남,8,20,광주대구선_41.8,127.257363454,35.385765329,0~50km 미만구간,광주대구선_0~50km 미만구간
1/1/2015,중부선,6.9,하남,고라니,부산경남,19,20,중부선_6.9,128.41162224,34.911215913,0~50km 미만구간,중부선_0~50km 미만구간
1/4/2015,중부선,26.2,통영,고라니,부산경남,20,5,중부선_26.2,128.291746118,35.036367319,0~50km 미만구간,중부선_0~50km 미만구간
2/22/2015,영동선,46.7,신갈,너구리,수도권,11,20,영동선_46.7,127.158122439,37.287635357,0~50km 미만구간,영동선_0~50km 미만구간
2/17/2015,당진대전선,4.1,당진,고라니,대전충남,8,40,당진대전선_4.1,126.648000299,36.823060303,0~50km 미만구간,당진대전선_0~50km 미만구간
2/22/2015,당진대전선,44,당진,고라니,대전충남,19,25,당진대전선_44,126.941339367,36.577698967,0~50km 미만구간,당진대전선_0~50km 미만구간
2/24/2015,호남지선,17.4,논산,오소리,전북,1,36,호남지선_17.4,127.237984371,36.168975777,0~50km 미만구간,호남지선_0~50km 미만구간
2/23/2015,서천공주선,25.8,서천,고라니,대전충남,6,10,서천공주선_25.8,126.803506266,36.263570889,0~50km 미만구간,서천공주선_0~50km 미만구간
2/6/2015,순천완주선,47.4,순천,너구리,광주전남,23,50,순천완주선_47.4,127.368033107,35.322675313,0~50km 미만구간,순천완주선_0~50km 미만구간
2/6/2015,중부선,4.2,통영,너구리,부산경남,3,25,중부선_4.2,128.412858808,34.887377331,0~50km 미만구간,중부선_0~50km 미만구간
3/14/2015,당진대전선,44,당진,고라니,대전충남,14,34,당진대전선_44,126.941339367,36.577698967,0~50km 미만구간,당진대전선_0~50km 미만구간
3/2/2015,호남지선,13.1,회덕,고라니,전북,5,9,호남지선_13.1,127.194865379,36.163744973,0~50km 미만구간,호남지선_0~50km 미만구간
3/8/2015,호남지선,8.4,논산,너구리,전북,11,10,호남지선_8.4,127.152337336,36.143166417,0~50km 미만구간,호남지선_0~50km 미만구간
3/29/2015,서천공주선,24.5,서천,고라니,대전충남,6,33,서천공주선_24.5,126.795092433,36.254064572,0~50km 미만구간,서천공주선_0~50km 미만구간
3/31/2015,고창담양선,1.7,고창,고라니,광주전남,7,40,고창담양선_1.7,126.666753974,35.406876181,0~50km 미만구간,고창담양선_0~50km 미만구간
3/14/2015,무안광주선,14.5,광주,고라니,광주전남,23,35,무안광주선_14.5,126.53559307,35.044110258,0~50km 미만구간,무안광주선_0~50km 미만구간
3/22/2015,서해안선,42.3,목포,고라니,광주전남,6,57,서해안선_42.3,126.483094764,35.175655227,0~50km 미만구간,서해안선_0~50km 미만구간
3/2/2015,남해제1지선,1.2,창원,고라니,부산경남,12,55,남해제1지선_1.2,128.486286664,35.268847645,0~50km 미만구간,남해제1지선_0~50km 미만구간
3/3/2015,남해제1지선,17.3,창원,고라니,부산경남,7,25,남해제1지선_17.3,128.630422324,35.270509943,0~50km 미만구간,남해제1지선_0~50km 미만구간
3/5/2015,중부선,16.4,하남,고라니,부산경남,21,27,중부선_16.4,128.370299279,34.983739513,0~50km 미만구간,중부선_0~50km 미만구간
3/30/2015,중부선,4.4,통영,고라니,부산경남,21,18,중부선_4.4,128.412795945,34.889179888,0~50km 미만구간,중부선_0~50km 미만구간
4/18/2015,평택제천선,5.6,평택,고라니,수도권,20,0,평택제천선_5.6,126.949711441,37.044685964,0~50km 미만구간,평택제천선_0~50km 미만구간
4/27/2015,평택제천선,29.6,평택,고라니,수도권,11,17,평택제천선_29.6,127.188072241,37.009122384,0~50km 미만구간,평택제천선_0~50km 미만구간
4/1/2015,동해선,34.1,동해,고라니,강원,23,30,동해선_34.1,129.027722443,37.627641484,0~50km 미만구간,동해선_0~50km 미만구간
4/15/2015,당진대전선,4.8,당진,고라니,대전충남,8,58,당진대전선_4.8,126.652447369,36.817881181,0~50km 미만구간,당진대전선_0~50km 미만구간
4/22/2015,당진대전선,7.8,대전,고라니,대전충남,19,25,당진대전선_7.8,126.672065514,36.796393222,0~50km 미만구간,당진대전선_0~50km 미만구간
4/26/2015,당진대전선,10.3,당진,고라니,대전충남,5,51,당진대전선_10.3,126.692022094,36.780589329,0~50km 미만구간,당진대전선_0~50km 미만구간
4/27/2015,당진대전선,7.3,당진,고라니,대전충남,19,50,당진대전선_7.3,126.668047716,36.79952926,0~50km 미만구간,당진대전선_0~50km 미만구간
4/28/2015,당진대전선,11.3,당진,고라니,대전충남,12,28,당진대전선_11.3,126.698155163,36.77307982,0~50km 미만구간,당진대전선_0~50km 미만구간
4/30/2015,당진대전선,7.4,대전,고라니,대전충남,7,32,당진대전선_7.4,126.668851767,36.798901678,0~50km 미만구간,당진대전선_0~50km 미만구간
4/30/2015,당진대전선,3.3,당진,고라니,대전충남,8,0,당진대전선_3.3,126.64158275,36.828091137,0~50km 미만구간,당진대전선_0~50km 미만구간
4/17/2015,청주상주선,7.5,상주,고라니,충북,6,15,청주상주선_7.5,127.502079909,36.53308564,0~50km 미만구간,청주상주선_0~50km 미만구간
4/25/2015,청주상주선,18,상주,고라니,충북,5,25,청주상주선_18,127.602983132,36.491926049999996,0~50km 미만구간,청주상주선_0~50km 미만구간
4/26/2015,청주상주선,7.6,상주,고라니,충북,9,57,청주상주선_7.6,127.502914998,36.532487403,0~50km 미만구간,청주상주선_0~50km 미만구간
4/26/2015,청주상주선,32.9,상주,고라니,충북,10,39,청주상주선_32.9,127.756810631,36.454787122,0~50km 미만구간,청주상주선_0~50km 미만구간
4/26/2015,청주상주선,8.9,청주,고라니,충북,22,17,청주상주선_8.9,127.515677497,36.527147152,0~50km 미만구간,청주상주선_0~50km 미만구간
4/28/2015,청주상주선,33.4,상주,고라니,충북,8,2,청주상주선_33.4,127.76237288,36.45447568,0~50km 미만구간,청주상주선_0~50km 미만구간
4/28/2015,청주상주선,9.8,청주,고라니,충북,3,30,청주상주선_9.8,127.525486234,36.525411502,0~50km 미만구간,청주상주선_0~50km 미만구간
4/28/2015,청주상주선,24,상주,고라니,충북,6,30,청주상주선_24,127.661820035,36.472952202,0~50km 미만구간,청주상주선_0~50km 미만구간
4/30/2015,청주상주선,29.9,상주,고라니,충북,4,15,청주상주선_29.9,127.72368363,36.456454666,0~50km 미만구간,청주상주선_0~50km 미만구간
4/30/2015,청주상주선,39.9,청주,고라니,충북,6,28,청주상주선_39.9,127.834813329,36.455602687,0~50km 미만구간,청주상주선_0~50km 미만구간
4/7/2015,당진대전선,13.7,당진,고라니,대전충남,0,55,당진대전선_13.7,126.710665052,36.753965362,0~50km 미만구간,당진대전선_0~50km 미만구간
4/7/2015,당진대전선,39.7,당진,너구리,대전충남,6,57,당진대전선_39.7,126.897648477,36.59017162,0~50km 미만구간,당진대전선_0~50km 미만구간
4/10/2015,당진대전선,34.4,대전,고라니,대전충남,14,47,당진대전선_34.4,126.851110148,36.613453759,0~50km 미만구간,당진대전선_0~50km 미만구간
4/19/2015,당진대전선,42.7,당진,고라니,대전충남,7,0,당진대전선_42.7,126.930046356,36.585048081,0~50km 미만구간,당진대전선_0~50km 미만구간
4/21/2015,당진대전선,34.6,대전,고라니,대전충남,23,56,당진대전선_34.6,126.852541075,36.612069044,0~50km 미만구간,당진대전선_0~50km 미만구간
4/3/2015,익산장수선,8.1,익산,고라니,전북,8,6,익산장수선_8.1,127.15608709,35.89654122,0~50km 미만구간,익산장수선_0~50km 미만구간
4/8/2015,호남지선,5.4,논산,고라니,전북,7,30,호남지선_5.4,127.133388355,36.121794633,0~50km 미만구간,호남지선_0~50km 미만구간
4/17/2015,호남지선,14.6,논산,고라니,전북,1,40,호남지선_14.6,127.210404469,36.158969961,0~50km 미만구간,호남지선_0~50km 미만구간
4/20/2015,호남지선,1.4,논산,고라니,전북,23,10,호남지선_1.4,127.109168321,36.093280301,0~50km 미만구간,호남지선_0~50km 미만구간
4/24/2015,호남지선,17,논산,고라니,전북,0,30,호남지선_17,127.234306795,36.166956135,0~50km 미만구간,호남지선_0~50km 미만구간
4/25/2015,호남지선,13.9,논산,고라니,전북,20,30,호남지선_13.9,127.203054163,36.160956195,0~50km 미만구간,호남지선_0~50km 미만구간
4/26/2015,호남지선,12.8,회덕,고라니,전북,7,21,호남지선_12.8,127.191672089,36.164433317,0~50km 미만구간,호남지선_0~50km 미만구간
4/3/2015,서천공주선,40.2,서천,고라니,대전충남,3,29,서천공주선_40.2,126.915138734,36.354462962,0~50km 미만구간,서천공주선_0~50km 미만구간
4/18/2015,서천공주선,31.2,공주,고라니,대전충남,2,10,서천공주선_31.2,126.847578986,36.295063213,0~50km 미만구간,서천공주선_0~50km 미만구간
4/21/2015,서천공주선,49.9,공주,고라니,대전충남,22,25,서천공주선_49.9,127.000590897,36.406986092,0~50km 미만구간,서천공주선_0~50km 미만구간
4/9/2015,익산장수선,13,장수,고라니,전북,23,50,익산장수선_13,127.200799958,35.873729639,0~50km 미만구간,익산장수선_0~50km 미만구간
4/19/2015,익산장수선,16.8,장수,고라니,전북,16,35,익산장수선_16.8,127.239575781,35.864144098,0~50km 미만구간,익산장수선_0~50km 미만구간
4/25/2015,익산장수선,47.8,익산,고라니,전북,23,10,익산장수선_47.8,127.494096193,35.771639759,0~50km 미만구간,익산장수선_0~50km 미만구간
4/9/2015,호남선,46.4,천안,고라니,광주전남,7,45,호남선_46.4,127.175386813,35.250573211,0~50km 미만구간,호남선_0~50km 미만구간
4/23/2015,순천완주선,25.9,완주,고라니,광주전남,6,20,순천완주선_25.9,127.452337075,35.153463931,0~50km 미만구간,순천완주선_0~50km 미만구간
4/16/2015,광주대구선,47.6,대구,고라니,광주전남,2,30,광주대구선_47.6,127.311787139,35.406348789,0~50km 미만구간,광주대구선_0~50km 미만구간
4/12/2015,광주대구선,41.9,광주,고라니,광주전남,9,12,광주대구선_41.9,127.258432631,35.38555201,0~50km 미만구간,광주대구선_0~50km 미만구간
4/30/2015,광주대구선,45.2,대구,고라니,광주전남,5,53,광주대구선_45.2,127.290632276,35.395122581,0~50km 미만구간,광주대구선_0~50km 미만구간
4/29/2015,대구포항선,29.1,포항,고라니,대구경북,22,0,대구포항선_29.1,128.921066732,36.03348622,0~50km 미만구간,대구포항선_0~50km 미만구간
4/23/2015,경부선,43.7,부산,고라니,부산경남,3,50,경부선_43.7,129.140286686,35.597982666,0~50km 미만구간,경부선_0~50km 미만구간
4/18/2015,경부선,37,서울,고라니,부산경남,1,35,경부선_37,129.115587179,35.541254008,0~50km 미만구간,경부선_0~50km 미만구간
4/9/2015,중부선,22.6,하남,고라니,부산경남,5,20,중부선_22.6,128.324404838,35.022345217,0~50km 미만구간,중부선_0~50km 미만구간
4/12/2015,중부선,39.4,하남,고라니,부산경남,2,56,중부선_39.4,128.168456286,35.093393109,0~50km 미만구간,중부선_0~50km 미만구간
4/21/2015,중부선,25.7,통영,고라니,부산경남,2,20,중부선_25.7,128.29615859,35.033695601,0~50km 미만구간,중부선_0~50km 미만구간
4/28/2015,중부선,2.8,하남,고라니,부산경남,7,14,중부선_2.8,128.414919059,34.875091728,0~50km 미만구간,중부선_0~50km 미만구간
5/5/2015,평택제천선,2.8,평택,고라니,수도권,2,28,평택제천선_2.8,126.919084668,37.048730662,0~50km 미만구간,평택제천선_0~50km 미만구간
5/4/2015,동해선,30,속초,너구리,강원,21,13,동해선_30,129.065068814,37.610864616,0~50km 미만구간,동해선_0~50km 미만구간
5/11/2015,동해선,40,속초,고라니,강원,23,20,동해선_40,129.005689257,37.675633935,0~50km 미만구간,동해선_0~50km 미만구간
5/19/2015,동해선,45.5,속초,고라니,강원,3,45,동해선_45.5,128.947099139,37.690097204,0~50km 미만구간,동해선_0~50km 미만구간
5/25/2015,동해선,7.4,동해,고라니,강원,23,58,동해선_7.4,129.147391043,37.439905359,0~50km 미만구간,동해선_0~50km 미만구간
5/1/2015,호남지선,49.7,논산,고라니,대전충남,3,37,호남지선_49.7,127.375421212,36.408157664,0~50km 미만구간,호남지선_0~50km 미만구간
5/1/2015,호남지선,37.7,논산,고라니,대전충남,9,35,호남지선_37.7,127.308647378,36.321750046,0~50km 미만구간,호남지선_0~50km 미만구간
5/4/2015,대전남부순환선,8.4,산내,고라니,대전충남,2,16,대전남부순환선_8.4,127.404328404,36.275730556,0~50km 미만구간,대전남부순환선_0~50km 미만구간
5/23/2015,대전남부순환선,1.8,산내,고라니,대전충남,1,40,대전남부순환선_1.8,127.335459843,36.291684478,0~50km 미만구간,대전남부순환선_0~50km 미만구간
5/24/2015,대전남부순환선,8.7,서대전,고라니,대전충남,1,16,대전남부순환선_8.7,127.407630094,36.276146621,0~50km 미만구간,대전남부순환선_0~50km 미만구간
5/25/2015,대전남부순환선,8.8,서대전,멧돼지,대전충남,3,32,대전남부순환선_8.8,127.408729767,36.276290387,0~50km 미만구간,대전남부순환선_0~50km 미만구간
5/1/2015,당진대전선,5.2,대전,고라니,대전충남,7,27,당진대전선_5.2,126.654293126,36.814598709,0~50km 미만구간,당진대전선_0~50km 미만구간
5/1/2015,당진대전선,8.9,대전,고라니,대전충남,7,37,당진대전선_8.9,126.680911322,36.789487571,0~50km 미만구간,당진대전선_0~50km 미만구간
5/2/2015,당진대전선,3.4,당진,고라니,대전충남,6,22,당진대전선_3.4,126.642395674,36.827474326,0~50km 미만구간,당진대전선_0~50km 미만구간
5/3/2015,당진대전선,3.1,당진,고라니,대전충남,6,18,당진대전선_3.1,126.639952152,36.829327913,0~50km 미만구간,당진대전선_0~50km 미만구간
5/5/2015,당진대전선,2.6,대전,고라니,대전충남,2,51,당진대전선_2.6,126.63587543,36.832419751,0~50km 미만구간,당진대전선_0~50km 미만구간
5/5/2015,당진대전선,3.3,대전,기타,대전충남,5,9,당진대전선_3.3,126.64158275,36.828091137,0~50km 미만구간,당진대전선_0~50km 미만구간
5/5/2015,당진대전선,6.8,당진,고라니,대전충남,5,32,당진대전선_6.8,126.664027192,36.80266703,0~50km 미만구간,당진대전선_0~50km 미만구간
5/5/2015,당진대전선,5.8,당진,너구리,대전충남,14,56,당진대전선_5.8,126.657059624,36.809678962,0~50km 미만구간,당진대전선_0~50km 미만구간
5/6/2015,당진대전선,3.2,대전,고라니,대전충남,7,18,당진대전선_3.2,126.640767458,36.828709528,0~50km 미만구간,당진대전선_0~50km 미만구간
5/7/2015,당진대전선,2.4,대전,고라니,대전충남,3,15,당진대전선_2.4,126.634244893,36.833656655,0~50km 미만구간,당진대전선_0~50km 미만구간
5/7/2015,당진대전선,12,대전,고라니,대전충남,3,54,당진대전선_12,126.70165803,36.767436606,0~50km 미만구간,당진대전선_0~50km 미만구간
5/7/2015,당진대전선,4.5,당진,고라니,대전충남,6,11,당진대전선_4.5,126.650726373,36.820202183,0~50km 미만구간,당진대전선_0~50km 미만구간
5/9/2015,당진대전선,10.1,대전,고라니,대전충남,0,4,당진대전선_10.1,126.69052621,36.78193074,0~50km 미만구간,당진대전선_0~50km 미만구간
5/9/2015,당진대전선,11.5,당진,고라니,대전충남,4,52,당진대전선_11.5,126.699157413,36.771465252,0~50km 미만구간,당진대전선_0~50km 미만구간
5/9/2015,당진대전선,3.7,대전,고라니,대전충남,5,53,당진대전선_3.7,126.644843649,36.8256174,0~50km 미만구간,당진대전선_0~50km 미만구간
5/9/2015,당진대전선,11.6,당진,고라니,대전충남,16,30,당진대전선_11.6,126.699657818,36.770659077,0~50km 미만구간,당진대전선_0~50km 미만구간
5/9/2015,당진대전선,10.9,당진,고라니,대전충남,19,16,당진대전선_10.9,126.695984328,36.776228395,0~50km 미만구간,당진대전선_0~50km 미만구간
5/10/2015,당진대전선,4.2,대전,고라니,대전충남,9,5,당진대전선_4.2,126.648725908,36.82237358,0~50km 미만구간,당진대전선_0~50km 미만구간
5/11/2015,당진대전선,10.8,대전,고라니,대전충남,2,17,당진대전선_10.8,126.695381153,36.776987674,0~50km 미만구간,당진대전선_0~50km 미만구간
5/11/2015,당진대전선,0.4,당진,고라니,대전충남,6,13,당진대전선_0.4,126.620830059,36.84787923,0~50km 미만구간,당진대전선_0~50km 미만구간
5/11/2015,당진대전선,6.1,당진,고라니,대전충남,7,44,당진대전선_6.1,126.658847292,36.807387706,0~50km 미만구간,당진대전선_0~50km 미만구간
5/13/2015,당진대전선,6.3,대전,고라니,대전충남,1,25,당진대전선_6.3,126.660189961,36.805948495,0~50km 미만구간,당진대전선_0~50km 미만구간
5/13/2015,당진대전선,4.5,대전,고라니,대전충남,5,34,당진대전선_4.5,126.650726373,36.820202183,0~50km 미만구간,당진대전선_0~50km 미만구간
5/14/2015,당진대전선,8.6,대전,고라니,대전충남,7,25,당진대전선_8.6,126.678497013,36.79137206,0~50km 미만구간,당진대전선_0~50km 미만구간
5/14/2015,당진대전선,11.6,대전,기타,대전충남,7,31,당진대전선_11.6,126.699657818,36.770659077,0~50km 미만구간,당진대전선_0~50km 미만구간
5/16/2015,당진대전선,4.3,대전,고라니,대전충남,2,13,당진대전선_4.3,126.649422634,36.821667792,0~50km 미만구간,당진대전선_0~50km 미만구간
5/16/2015,당진대전선,8.6,대전,고라니,대전충남,4,50,당진대전선_8.6,126.678497013,36.79137206,0~50km 미만구간,당진대전선_0~50km 미만구간
5/18/2015,당진대전선,11,대전,고라니,대전충남,3,9,당진대전선_11,126.696563709,36.775457221,0~50km 미만구간,당진대전선_0~50km 미만구간
5/18/2015,당진대전선,8.4,대전,고라니,대전충남,10,50,당진대전선_8.4,126.676891292,36.792625327,0~50km 미만구간,당진대전선_0~50km 미만구간
5/22/2015,당진대전선,4.4,대전,고라니,대전충남,5,45,당진대전선_4.4,126.650089702,36.820943725,0~50km 미만구간,당진대전선_0~50km 미만구간
5/22/2015,당진대전선,10.1,대전,고라니,대전충남,5,57,당진대전선_10.1,126.69052621,36.78193074,0~50km 미만구간,당진대전선_0~50km 미만구간
5/22/2015,당진대전선,7.5,대전,고라니,대전충남,8,15,당진대전선_7.5,126.669653435,36.798275985,0~50km 미만구간,당진대전선_0~50km 미만구간
5/23/2015,당진대전선,11.8,대전,고라니,대전충남,9,13,당진대전선_11.8,126.700658619,36.769046728,0~50km 미만구간,당진대전선_0~50km 미만구간
5/24/2015,당진대전선,11.6,당진,고라니,대전충남,2,23,당진대전선_11.6,126.699657818,36.770659077,0~50km 미만구간,당진대전선_0~50km 미만구간
5/24/2015,당진대전선,11.2,대전,고라니,대전충남,9,34,당진대전선_11.2,126.697648222,36.773883337,0~50km 미만구간,당진대전선_0~50km 미만구간
5/25/2015,당진대전선,2.7,대전,고라니,대전충남,7,19,당진대전선_2.7,126.6366908,36.831801395,0~50km 미만구간,당진대전선_0~50km 미만구간
5/27/2015,당진대전선,4.4,대전,고라니,대전충남,5,33,당진대전선_4.4,126.650089702,36.820943725,0~50km 미만구간,당진대전선_0~50km 미만구간
5/27/2015,당진대전선,11.6,대전,고라니,대전충남,8,28,당진대전선_11.6,126.699657818,36.770659077,0~50km 미만구간,당진대전선_0~50km 미만구간
5/31/2015,당진대전선,2.5,당진,고라니,대전충남,6,18,당진대전선_2.5,126.635060154,36.833038194,0~50km 미만구간,당진대전선_0~50km 미만구간
5/1/2015,청주상주선,6.9,상주,고라니,충북,1,13,청주상주선_6.9,127.497144853,36.536742443,0~50km 미만구간,청주상주선_0~50km 미만구간
5/1/2015,청주상주선,7,상주,고라니,충북,5,35,청주상주선_7,127.49796707,36.536132703,0~50km 미만구간,청주상주선_0~50km 미만구간
5/1/2015,청주상주선,2.2,상주,고라니,충북,21,11,청주상주선_2.2,127.454186503,36.560604375,0~50km 미만구간,청주상주선_0~50km 미만구간
5/1/2015,청주상주선,5.6,청주,고라니,충북,23,4,청주상주선_5.6,127.484977732,36.542978045,0~50km 미만구간,청주상주선_0~50km 미만구간
5/2/2015,청주상주선,8.2,상주,고라니,충북,5,52,청주상주선_8.2,127.508403449,36.529406089,0~50km 미만구간,청주상주선_0~50km 미만구간
5/2/2015,청주상주선,13.7,상주,고라니,충북,6,0,청주상주선_13.7,127.56336867,36.511660725,0~50km 미만구간,청주상주선_0~50km 미만구간
5/2/2015,청주상주선,38.1,청주,고라니,충북,4,20,청주상주선_38.1,127.814741121,36.455203616,0~50km 미만구간,청주상주선_0~50km 미만구간
5/3/2015,청주상주선,28,청주,고라니,충북,7,6,청주상주선_28,127.703412825,36.461156104,0~50km 미만구간,청주상주선_0~50km 미만구간
5/3/2015,청주상주선,8.9,상주,고라니,충북,8,20,청주상주선_8.9,127.515677497,36.527147152,0~50km 미만구간,청주상주선_0~50km 미만구간
5/4/2015,청주상주선,43.1,청주,고라니,충북,0,25,청주상주선_43.1,127.86766957,36.446261306,0~50km 미만구간,청주상주선_0~50km 미만구간
5/4/2015,청주상주선,49.1,상주,고라니,충북,3,15,청주상주선_49.1,127.933487894,36.442891832,0~50km 미만구간,청주상주선_0~50km 미만구간
5/4/2015,청주상주선,35.1,청주,고라니,충북,9,5,청주상주선_35.1,127.781296734,36.455366749,0~50km 미만구간,청주상주선_0~50km 미만구간
5/5/2015,청주상주선,10,상주,고라니,충북,3,32,청주상주선_10,127.527536934,36.524702312,0~50km 미만구간,청주상주선_0~50km 미만구간
5/6/2015,청주상주선,6.5,청주,고라니,충북,0,54,청주상주선_6.5,127.493813398,36.539142014,0~50km 미만구간,청주상주선_0~50km 미만구간
5/6/2015,청주상주선,5.2,청주,고라니,충북,5,5,청주상주선_5.2,127.481126481,36.544798919,0~50km 미만구간,청주상주선_0~50km 미만구간
5/7/2015,청주상주선,25.3,상주,고라니,충북,4,19,청주상주선_25.3,127.676167905,36.471407698,0~50km 미만구간,청주상주선_0~50km 미만구간
5/8/2015,청주상주선,5.1,청주,고라니,충북,7,30,청주상주선_5.1,127.480213294,36.545317505,0~50km 미만구간,청주상주선_0~50km 미만구간
5/9/2015,청주상주선,28.7,상주,고라니,충북,4,25,청주상주선_28.7,127.710733633,36.458961154,0~50km 미만구간,청주상주선_0~50km 미만구간
5/10/2015,청주상주선,43.2,청주,고라니,충북,23,35,청주상주선_43.2,127.868716105,36.445950514,0~50km 미만구간,청주상주선_0~50km 미만구간
5/11/2015,청주상주선,49,상주,고라니,충북,4,40,청주상주선_49,127.932521827,36.44334175,0~50km 미만구간,청주상주선_0~50km 미만구간
5/12/2015,청주상주선,5.5,상주,고라니,충북,1,35,청주상주선_5.5,127.483987256,36.543394205,0~50km 미만구간,청주상주선_0~50km 미만구간
5/12/2015,청주상주선,39.9,청주,고라니,충북,23,15,청주상주선_39.9,127.834813329,36.455602687,0~50km 미만구간,청주상주선_0~50km 미만구간
5/13/2015,청주상주선,37.1,상주,고라니,충북,8,2,청주상주선_37.1,127.803589705,36.455312315,0~50km 미만구간,청주상주선_0~50km 미만구간
5/13/2015,청주상주선,45.4,상주,고라니,충북,8,18,청주상주선_45.4,127.892807745,36.447114925,0~50km 미만구간,청주상주선_0~50km 미만구간
5/14/2015,청주상주선,23.9,청주,고라니,충북,12,15,청주상주선_23.9,127.660708384,36.473029269,0~50km 미만구간,청주상주선_0~50km 미만구간
5/15/2015,청주상주선,3,상주,고라니,충북,1,35,청주상주선_3,127.462169973,36.55737084,0~50km 미만구간,청주상주선_0~50km 미만구간
5/15/2015,청주상주선,10.5,청주,고라니,충북,3,10,청주상주선_10.5,127.532004182,36.52203247,0~50km 미만구간,청주상주선_0~50km 미만구간
5/15/2015,청주상주선,9,상주,고라니,충북,3,40,청주상주선_9,127.516766216,36.526947395,0~50km 미만구간,청주상주선_0~50km 미만구간
5/16/2015,청주상주선,26.7,청주,고라니,충북,0,52,청주상주선_26.7,127.690193666,36.46592041,0~50km 미만구간,청주상주선_0~50km 미만구간
5/16/2015,청주상주선,3.2,상주,고라니,충북,5,37,청주상주선_3.2,127.464050829,36.556399195,0~50km 미만구간,청주상주선_0~50km 미만구간
5/17/2015,청주상주선,30,상주,고라니,충북,6,40,청주상주선_30,127.724798615,36.456428917,0~50km 미만구간,청주상주선_0~50km 미만구간
5/17/2015,청주상주선,38.8,상주,고라니,충북,2,34,청주상주선_38.8,127.822546963,36.455359211,0~50km 미만구간,청주상주선_0~50km 미만구간
5/17/2015,청주상주선,39.2,상주,고라니,충북,5,9,청주상주선_39.2,127.827007454,36.455447893,0~50km 미만구간,청주상주선_0~50km 미만구간
5/18/2015,청주상주선,5.9,청주,고라니,충북,1,5,청주상주선_5.9,127.487981722,36.541781103,0~50km 미만구간,청주상주선_0~50km 미만구간
5/18/2015,청주상주선,33.4,상주,고라니,충북,2,35,청주상주선_33.4,127.76237288,36.45447568,0~50km 미만구간,청주상주선_0~50km 미만구간
5/18/2015,청주상주선,2.8,청주,고라니,충북,7,50,청주상주선_2.8,127.460213658,36.558239931,0~50km 미만구간,청주상주선_0~50km 미만구간
5/19/2015,청주상주선,45.3,상주,고라니,충북,5,0,청주상주선_45.3,127.891696193,36.447188925,0~50km 미만구간,청주상주선_0~50km 미만구간
5/22/2015,청주상주선,30,상주,고라니,충북,4,15,청주상주선_30,127.724798615,36.456428917,0~50km 미만구간,청주상주선_0~50km 미만구간
5/22/2015,청주상주선,7.4,상주,고라니,충북,5,47,청주상주선_7.4,127.501255748,36.533693635,0~50km 미만구간,청주상주선_0~50km 미만구간
5/24/2015,청주상주선,5.4,상주,고라니,충북,7,27,청주상주선_5.4,127.483014507,36.543836736,0~50km 미만구간,청주상주선_0~50km 미만구간
5/25/2015,청주상주선,9.5,청주,고라니,충북,0,0,청주상주선_9.5,127.522244353,36.526076357,0~50km 미만구간,청주상주선_0~50km 미만구간
5/25/2015,청주상주선,5.2,상주,고라니,충북,0,47,청주상주선_5.2,127.481126481,36.544798919,0~50km 미만구간,청주상주선_0~50km 미만구간
5/25/2015,청주상주선,7.8,상주,고라니,충북,2,55,청주상주선_7.8,127.50464904,36.531352395,0~50km 미만구간,청주상주선_0~50km 미만구간
5/25/2015,청주상주선,2.6,청주,고라니,충북,5,5,청주상주선_2.6,127.458207573,36.559032925,0~50km 미만구간,청주상주선_0~50km 미만구간
